channel,feature_name,feature_value,object_id,plate_column,plate_row,platedir,region,timepoint
3,q0_500,148.0,10,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,157.0,10,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,228.0,10,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,109.0,11,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,136.0,11,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,145.0,11,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,155.0,11,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,413.0,11,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,106.0,12,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,137.0,12,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,148.0,12,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,160.0,12,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,258.0,12,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,107.0,13,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,140.0,13,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,149.0,13,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,159.0,13,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,243.0,13,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,106.0,14,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,141.0,14,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,151.0,14,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,163.0,14,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,235.0,14,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,15,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,141.25,15,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,153.0,15,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,164.0,15,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,326.0,15,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,106.0,16,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,143.0,16,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,153.0,16,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,162.0,16,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,277.0,16,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,17,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,142.0,17,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,150.0,17,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,159.0,17,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,252.0,17,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,109.0,18,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,137.0,18,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,146.0,18,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,158.0,18,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,297.0,18,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,19,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,135.0,19,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,146.0,19,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,160.0,19,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,275.0,19,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,111.0,20,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,137.0,20,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,148.0,20,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,160.0,20,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,270.0,20,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,21,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,142.0,21,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,151.0,21,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,162.0,21,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,236.0,21,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,22,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,145.0,22,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,154.0,22,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,163.0,22,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,521.0,22,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,109.0,23,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,145.0,23,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,154.0,23,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,163.0,23,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,321.0,23,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,24,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,142.0,24,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,151.0,24,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,160.0,24,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,387.0,24,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,109.0,25,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,141.0,25,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,149.0,25,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,158.0,25,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,273.0,25,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,26,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,138.0,26,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,147.0,26,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,156.0,26,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,333.0,26,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,107.0,27,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,138.0,27,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,147.0,27,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,156.0,27,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,231.0,27,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,107.0,28,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,137.0,28,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,146.0,28,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,155.0,28,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,238.0,28,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,106.0,29,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,138.0,29,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,146.0,29,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,154.0,29,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,234.0,29,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,30,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,137.0,30,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,145.0,30,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,153.0,30,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,215.0,30,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,109.0,31,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,136.0,31,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,145.0,31,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,154.0,31,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,292.0,31,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,109.0,32,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,136.0,32,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,146.0,32,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,155.0,32,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,222.0,32,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,107.0,33,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,134.0,33,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,142.0,33,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,151.0,33,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,241.0,33,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,110.0,34,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,134.0,34,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,143.0,34,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,152.0,34,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,295.0,34,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,35,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,137.0,35,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,146.0,35,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,156.0,35,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,474.0,35,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,106.0,36,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,137.0,36,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,147.0,36,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,157.0,36,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,436.0,36,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,104.0,37,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,136.0,37,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,146.0,37,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,156.0,37,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,360.0,37,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,38,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,138.0,38,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,148.0,38,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,158.0,38,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,491.0,38,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,106.0,39,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,137.0,39,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,147.0,39,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,159.0,39,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,251.0,39,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,40,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,139.0,40,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,149.0,40,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,162.0,40,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,306.0,40,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,105.0,41,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,136.0,41,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,148.0,41,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,161.0,41,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,267.0,41,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,107.0,42,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,135.0,42,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,149.0,42,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,163.0,42,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,231.0,42,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,106.0,43,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,134.0,43,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,149.0,43,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,164.0,43,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,357.0,43,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,107.0,44,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,134.0,44,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,148.0,44,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,162.0,44,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,431.0,44,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,107.0,45,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,134.0,45,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,148.0,45,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,162.0,45,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,296.0,45,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,46,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,133.0,46,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,148.0,46,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,162.0,46,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,553.0,46,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,106.0,47,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,133.0,47,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,148.0,47,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,162.0,47,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,390.0,47,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,106.0,48,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,132.0,48,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,146.0,48,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,160.0,48,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,262.0,48,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,49,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,133.0,49,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,147.0,49,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,162.0,49,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,344.0,49,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,107.0,50,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,134.0,50,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,147.0,50,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,162.0,50,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,504.0,50,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,105.0,51,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,133.0,51,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,146.0,51,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,162.0,51,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,260.0,51,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,106.0,52,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,133.0,52,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,146.0,52,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,165.0,52,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,257.0,52,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,105.0,53,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,134.0,53,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,146.0,53,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,163.0,53,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,278.0,53,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,54,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,135.0,54,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,146.0,54,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,160.0,54,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,235.0,54,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,104.0,55,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,136.0,55,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,147.0,55,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,159.0,55,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,243.0,55,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,107.0,56,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,137.0,56,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,148.0,56,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,162.0,56,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,266.0,56,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,106.0,57,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,138.0,57,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,150.0,57,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,164.0,57,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,254.0,57,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,107.0,58,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,139.0,58,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,151.0,58,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,166.0,58,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,365.0,58,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,105.0,59,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,139.0,59,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,151.0,59,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,163.0,59,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,259.0,59,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,60,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,140.0,60,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,152.0,60,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,167.0,60,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,292.0,60,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,105.0,61,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,140.0,61,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,153.0,61,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,169.0,61,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,325.0,61,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,105.0,62,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,141.0,62,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,153.0,62,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,168.0,62,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,286.0,62,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,63,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,142.0,63,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,154.0,63,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,167.0,63,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,456.0,63,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,64,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,143.0,64,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,156.0,64,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,171.0,64,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,408.0,64,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,107.0,65,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,144.0,65,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,156.0,65,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,171.0,65,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,341.0,65,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,107.0,66,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,146.0,66,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,161.0,66,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,178.0,66,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,465.0,66,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,107.0,67,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,148.0,67,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,163.0,67,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,185.0,67,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,359.0,67,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,68,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,149.0,68,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,169.0,68,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,195.0,68,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,325.0,68,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,106.0,69,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,150.0,69,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,174.0,69,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,196.0,69,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,325.0,69,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,110.0,70,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,149.0,70,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,177.0,70,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,204.0,70,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,353.0,70,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,110.0,71,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,150.0,71,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,184.0,71,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,215.0,71,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,485.0,71,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,105.0,72,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,150.0,72,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,183.0,72,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,213.0,72,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,875.0,72,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,73,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,150.0,73,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,185.0,73,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,213.0,73,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,354.0,73,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,107.0,74,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,157.0,74,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,185.0,74,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,213.0,74,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,436.0,74,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,75,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,173.0,75,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,195.0,75,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,229.0,75,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,397.0,75,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,107.0,76,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,171.0,76,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,194.0,76,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,228.0,76,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,371.0,76,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,109.0,77,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,178.0,77,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,199.0,77,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,230.0,77,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,385.0,77,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,105.0,78,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,178.0,78,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,204.0,78,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,240.0,78,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,387.0,78,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,109.0,79,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,195.0,79,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,222.0,79,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,253.0,79,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,408.0,79,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,109.0,80,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,197.0,80,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,230.0,80,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,265.0,80,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,501.0,80,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,108.0,81,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,200.0,81,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,239.0,81,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,284.0,81,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,479.0,81,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,110.0,82,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,200.0,82,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,227.0,82,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,258.0,82,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,469.0,82,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,109.0,83,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,200.0,83,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,235.0,83,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,272.0,83,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,477.0,83,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,112.0,84,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,191.0,84,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,225.0,84,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,261.0,84,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,658.0,84,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,114.0,85,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,189.0,85,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,227.0,85,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,267.0,85,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,503.0,85,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,115.0,86,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,191.0,86,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,223.0,86,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,271.25,86,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,503.0,86,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,111.0,87,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,205.0,87,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,242.0,87,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,282.0,87,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,509.0,87,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,115.0,88,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,210.0,88,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,245.0,88,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,278.0,88,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,488.0,88,2,A,200129MZ072BBB07,l100seg,72
3,q0_000,123.0,89,2,A,200129MZ072BBB07,l100seg,72
3,q0_250,214.0,89,2,A,200129MZ072BBB07,l100seg,72
3,q0_500,246.0,89,2,A,200129MZ072BBB07,l100seg,72
3,q0_750,283.0,89,2,A,200129MZ072BBB07,l100seg,72
3,q1_000,492.0,89,2,A,200129MZ072BBB07,l100seg,72
